subjects,words,contexts,gestured,meanF0,maxF0
subj2_shorten_mono,urazi-wa,,n,240.044604,276.4884018
subj2_shorten_mono,hoturete,,y,238.1317938,273.8861963
subj2_shorten_mono,i-masen,,n,205.9103002,234.1239547
subj2_shorten_mono,desita,,y,198.8257605,214.2048516
subj2_shorten_mono,Liam,not > many,n,258.862296,285.1182788
subj2_shorten_mono,wa,,y,189.5909299,200.4214717
subj2_shorten_mono,ooku,,n,289.5316012,300.5429337
subj2_shorten_mono,nosotugyoosee,,y,226.9046741,290.9132515
subj2_shorten_mono,o,,n,197.4224863,232.8649373
subj2_shorten_mono,sirimasen,,y,194.5545302,218.3786113
subj2_shorten_mono,Liam-wa,many > not,y,237.4152866,289.0134936
subj2_shorten_mono,ooku-no,,n,275.0009567,336.2238775
subj2_shorten_mono,sotugyoosee-o,,y,252.4738782,307.9467654
subj2_shorten_mono,sirimasen,,y,197.639895,225.5869294
subj2_shorten_mono,subete-no,all > not,y,286.8101912,344.0586039
subj2_shorten_mono,magnolias-no,,n,224.9526169,256.0828911
subj2_shorten_mono,hana-wa,,y,198.1398707,209.9670643
subj2_shorten_mono,sakanai,,n,226.0500126,246.0869424
subj2_shorten_mono,desyoo,,y,190.0407117,212.5844231
subj2_shorten_mono,subete-no,not > all,y,297.3093485,360.5118531
subj2_shorten_mono,magnolias-no-hana,,n,238.1664001,280.6294931
subj2_shorten_mono,wa,,y,222.2745888,279.7862145
subj2_shorten_mono,sakanai,,n,222.4895797,239.5001501
subj2_shorten_mono,desyoo,,y,202.0687331,218.5787891
subj4_shorten_mono,subete-no,not > all,y,180.0749714,278.1441778
subj4_shorten_mono,magnolias-no-hana,,n,130.4559946,160.596165
subj4_shorten_mono,wa,,y,105.4063897,109.8137548
subj4_shorten_mono,sakanai,,n,130.2326939,140.0241089
subj4_shorten_mono,desyoo,,y,108.1119647,112.3143376
subj4_shorten_mono,subete-nomagnolias-no-hana,all > not,n,125.071305,188.9485114
subj4_shorten_mono,wa,,y,104.2351206,104.8264779
subj4_shorten_mono,sakanai,,n,131.950934,138.9149325
subj4_shorten_mono,desyoo,,y,138.035848,253.7854439
subj4_shorten_mono,Liam-waooku-nosotugyoosee-o,many > not,n,128.8750565,234.4626744
subj4_shorten_mono,sirimasen,,y,107.6593978,112.722975
subj4_shorten_mono,Liam-waooku-nosotugyoosee-o,not > many,n,133.7379243,238.6773915
subj4_shorten_mono,sirimasen,,y,117.7050112,121.8613019
subj4_shorten_mono,subete-no,all > not,n,185.3302364,231.162044
subj4_shorten_mono,urazi-wa,,y,104.7183872,121.3945776
subj4_shorten_mono,hoturete,,n,152.5121569,174.9364524
subj4_shorten_mono,i-masen,,y,124.8013955,154.4395483
subj4_shorten_mono,desita,,y,111.9693037,115.2318135
subj4_shorten_mono,subete,not > all,n,204.1564954,216.1440715
subj4_shorten_mono,no-urazi-wahoturete,,y,129.8647971,173.2770671
subj4_shorten_mono,i-masen,,y,123.747575,144.0757855
subj4_shorten_mono,desita,,y,110.0363441,114.6139887
subj4_shorten_mono,Neil,most > not,n,161.8262431,201.8719974
subj4_shorten_mono,wa,,y,105.6600942,121.6365713
subj4_shorten_mono,hotondo-nomusical,,n,136.7212024,181.2736812
subj4_shorten_mono,o,,y,107.9098703,108.7893592
subj4_shorten_mono,kansyoo,,n,130.8430531,141.8142745
subj4_shorten_mono,simasen,,y,123.4301597,130.8065584
subj4_shorten_mono,Neil-wahotondo,not > most,n,169.2188324,373.9187902
subj4_shorten_mono,no,,y,120.2045409,121.7428055
subj4_shorten_mono,musical,,n,116.1430263,125.3710671
subj4_shorten_mono,o,,y,106.4509865,116.0800403
subj4_shorten_mono,kansyoo,,n,149.664553,274.0335966
subj4_shorten_mono,simasen,,y,125.7989519,138.4437437
subj4_shorten_mono,subete-nookaasan,not > all,n,147.4564142,229.919219
subj4_shorten_mono,wa,,y,109.4306157,110.8671476
subj4_shorten_mono,eyeliner,,n,168.2453602,226.158555
subj4_shorten_mono,o,,y,115.9261936,125.5025311
subj4_shorten_mono,yurusimasen,,y,143.1622426,241.0598221
subj4_shorten_mono,desita,,y,162.6895173,233.9968713
subj4_shorten_mono,subete-nookaasann,all > not,n,142.4934665,189.0774327
subj4_shorten_mono,wa,,y,94.4033212,112.0881735
subj4_shorten_mono,eyeliner-o,,y,132.4090177,153.2085111
subj4_shorten_mono,yurusimasen,,y,127.1177122,247.761376
subj4_shorten_mono,desita,,y,232.4081661,244.3168255
subj5_shorten_mono,subete-no,not > all,y,300.4439534,347.5872578
subj5_shorten_mono,magnolias-no-hana-wasak,,n,250.1883504,285.4064803
subj5_shorten_mono,anaidesyoo,,y,250.0500074,289.4292602
subj5_shorten_mono,subete-nomagnolias-no-hana,all > not,n,271.7403452,334.3105012
subj5_shorten_mono,wa,,y,284.4047032,294.0636606
subj5_shorten_mono,sakanai,,n,266.3079845,303.0733028
subj5_shorten_mono,desyoo,,y,226.2897387,260.302087
subj5_shorten_mono,Liam-waooku-nosotugyoosee-o,many > not,n,266.4175165,324.4759851
subj5_shorten_mono,sirimasen,,y,235.6299855,280.478218
subj5_shorten_mono,Liam-waooku-no,not > many,n,282.1196765,342.9622525
subj5_shorten_mono,sotugyoosee-o,,y,266.0097023,288.5971279
subj5_shorten_mono,sirimasen,,y,237.967205,293.101481
subj5_shorten_mono,subete-nourazi,all > not,n,278.4286708,339.539129
subj5_shorten_mono,wa,,y,230.9640658,234.2825975
subj5_shorten_mono,hoturete,,n,272.9462987,294.8681918
subj5_shorten_mono,i-masendesita,,y,243.4190951,293.2222006
subj5_shorten_mono,subete-no,not > all,y,309.9564359,345.7217966
subj5_shorten_mono,urazi-wa,,y,259.1704711,291.1095593
subj5_shorten_mono,hoturete,,n,252.0501157,269.0841839
subj5_shorten_mono,i-masendesita,,y,235.7766615,282.8654445
subj5_shorten_mono,Neil-wahotondo-no,most > not,n,278.8932573,344.1786911
subj5_shorten_mono,musical-o,,y,242.2041077,263.633476
subj5_shorten_mono,kansyoo,,n,271.1339927,288.2693572
subj5_shorten_mono,simasen,,y,250.964343,271.6209418
subj5_shorten_mono,Neil-wahotondo-nomusical-okansyoo,not > most,n,267.5787228,321.7087368
subj5_shorten_mono,simasen,,y,236.4204188,257.7360384
subj5_shorten_mono,subete-nookaasan,not > all,n,276.0018609,346.1768077
subj5_shorten_mono,wa,,y,227.1555539,232.9243842
subj5_shorten_mono,eyeliner-o,,n,262.3373303,291.1600742
subj5_shorten_mono,yurusimasen,,y,254.169839,290.946614
subj5_shorten_mono,desita,,y,226.7549243,234.728402
subj5_shorten_mono,subete-no,all > not,y,312.7944057,334.6228602
subj5_shorten_mono,okaasan,,n,260.6139175,288.9159514
subj5_shorten_mono,wa,,y,256.857292,264.324759
subj5_shorten_mono,eyeliner-oyurusimasen,,n,246.8696555,282.9189829
subj5_shorten_mono,desita,,y,223.6023155,236.8485545
subj9_shorten_mono,subete-nomagnolias,not > all,y,289.3084358,411.1073895
subj9_shorten_mono,no hana,,n,260.4152523,310.1120768
subj9_shorten_mono,wa,,y,366.8815834,397.0839193
subj9_shorten_mono,sakanai,,y,204.0590119,252.4977134
subj9_shorten_mono,desyoo,,y,172.8298206,173.3874109
subj9_shorten_mono,subete-no,all > not,y,238.0547148,282.7566505
subj9_shorten_mono,magnolias,,y,227.8171393,268.5932639
subj9_shorten_mono,no hana,,n,227.0410557,243.3094874
subj9_shorten_mono,wa,,y,208.5958468,226.6424139
subj9_shorten_mono,sakanai,,n,195.9840597,203.4169176
subj9_shorten_mono,desyoo,,y,186.5379042,207.8771291
subj9_shorten_mono,Liam-waooku-no,many > not,n,243.9068293,348.441473
subj9_shorten_mono,sotugyoosee-o,,y,217.7357098,266.9816547
subj9_shorten_mono,sirimasen,,y,214.9774007,256.0893993
subj9_shorten_mono,Liam-wa,not > many,y,260.695902,374.8031901
subj9_shorten_mono,ooku-no,,n,285.0047254,416.9097511
subj9_shorten_mono,sotugyoosee,,y,302.5517377,344.828144
subj9_shorten_mono,o,,n,344.5472951,359.3848764
subj9_shorten_mono,sirimasen,,y,188.4055939,335.8065597
subj9_shorten_mono,subete,all > not,y,347.7134621,390.5038538
subj9_shorten_mono,nourazi,,n,247.0772543,348.5003633
subj9_shorten_mono,wa,,y,201.733238,205.178517
subj9_shorten_mono,hoturete,,y,180.5673786,209.6299537
subj9_shorten_mono,i-masen,,y,187.7042559,253.2666318
subj9_shorten_mono,desita,,n,186.1940249,196.6900355
subj9_shorten_mono,subete-no,not > all,y,311.1830916,423.7929099
subj9_shorten_mono,urazi,,n,358.2779932,383.9128385
subj9_shorten_mono,wa,,y,244.5668555,417.7275325
subj9_shorten_mono,hoturete,,n,209.9630402,254.3510233
subj9_shorten_mono,i-masen,,y,173.3787032,224.8238261
subj9_shorten_mono,desita,,y,174.0871215,175.7846281
subj9_shorten_mono,Neil-wa,most > not,y,224.1111087,239.5830015
subj9_shorten_mono,wa,,n,194.6847708,203.1345983
subj9_shorten_mono,hotonodo-nomusical-o,,y,310.0536834,388.0609523
subj9_shorten_mono,kansyoo,,n,244.3252786,277.965325
subj9_shorten_mono,simasen,,y,208.9598121,225.114893
subj9_shorten_mono,Neil-wa,not > most,n,250.9663008,311.4854343
subj9_shorten_mono,hotonodo,,y,331.5392794,399.1712496
subj9_shorten_mono,no musical-o,,n,285.3094526,366.8240164
subj9_shorten_mono,kansyoosimasen,,y,197.2523233,298.9829328
subj9_shorten_mono,subete-no,not > all,y,272.6929622,333.6160277
subj9_shorten_mono,okaasanwa,,n,210.9235058,247.3573477
subj9_shorten_mono,eyeliner-oyurusimasen,,n,196.700521,292.727435
subj9_shorten_mono,desita,,y,208.4585702,227.6192259
subj9_shorten_mono,subete-nookaasan,all > not,y,242.5942453,327.2235596
subj9_shorten_mono,wa,,y,175.1221775,181.8037773
subj9_shorten_mono,eyeliner-o,,y,183.4099595,207.9294942
subj9_shorten_mono,yurusimasendesita,,y,210.1487082,319.1262994
