subject,sentence,context,sentence_length,maxF0,minF0,F1,F2,F3,keyword,last_word_len
subj28_shorten_mono,all-Genmagnolias-Gen-flower-TopbloomNegwill,all > not,2859.987,323.1361014,200.9296001,867.0562388,1454.406724,3776.361438,magnolia,1016.441
subj28_shorten_mono,all-Genmagnolias-Gen-flower-TopbloomNegwill,not > all,2649.586,331.1718055,185.2488973,953.1453574,1751.96227,3559.324366,magnolia,938.749
subj2_shorten_mono,all-Genmother-Topeyeliner-AccallowNegpast,all > not,3227.214,331.5489123,199.2611998,551.2455489,2391.844046,3240.66102,eyeliner,952.903
subj2_shorten_mono,all-Genmother-Topeyeliner-AccallowNegpast,not > all,2899.894,334.4954639,183.55635,653.6020782,2250.148235,3331.727995,eyeliner,910.72
subj2_shorten_mono,Neil-Topmost-Genmusical-AccenjoyNeg,not > most/many,2860.3,311.2554265,186.7567407,406.7337138,2232.167319,2886.979955,musical,949.639
subj2_shorten_mono,Neil-Topmost-Genmusical-AccenjoyNeg,most/many > not,2988.949,339.9291854,179.5932213,483.0764352,2327.113943,2998.430486,musical,916.954
subj2_shorten_mono,all-Genwoollining-Topwornbe-Negpast,not > all,2240.72,314.2217123,184.5674297,530.1978907,1743.976428,2923.889356,wool,1273.88
subj2_shorten_mono,all-Genwoollining-Topwornbe-Negpast,all > not,2282.962,335.972966,191.8340812,755.6294643,1775.766812,3158.748572,wool,1262.904
subj2_shorten_mono,Liam-Topmany-Genalumni-AccknowNeg,not > most/many,2523.218,300.5429337,176.8793823,721.2633482,2050.250702,3163.981704,alumnus,630.524
subj2_shorten_mono,Liam-Topmany-Genalumni-AccknowNeg,most/many > not,2656.274,336.2238775,178.400141,1286.682082,2458.270002,3355.820922,alumnus,609.642
subj2_shorten_mono,all-Genmagnolias-Gen-flower-TopbloomNegwill,all > not,2614.447,344.0586039,176.2780464,361.6489561,1405.878969,3125.274808,magnolia,865.082
subj2_shorten_mono,all-Genmagnolias-Gen-flower-TopbloomNegwill,not > all,2820.666,360.5118531,185.7246674,651.883586,1546.480542,2223.090658,magnolia,906.93
subj4_shorten_mono,all-Genmagnolias-Gen-flower-TopbloomNegwill,not > all,2580.665,278.1441778,103.3498144,662.2457373,1333.475111,2442.901046,magnolia,857.607
subj4_shorten_mono,all-Genmagnolias-Gen-flower-TopbloomNegwill,all > not,2217.741,253.7854439,103.3884601,399.8321102,1460.979924,2609.355846,magnolia,775.504
subj4_shorten_mono,Liam-Topmany-Genalumni-AccknowNeg,most/many > not,2027.686,234.4626744,74.67784272,1227.667946,2238.755369,3611.647265,alumnus,521.562
subj4_shorten_mono,Liam-Topmany-Genalumni-AccknowNeg,not > most/many,1882.069,238.6773915,102.7224293,417.5751658,2142.77411,3152.863762,alumnus,564.901
subj4_shorten_mono,all-Genwoollining-Topwornbe-Negpast,all > not,2256.805,231.162044,56.72879441,937.8933696,1907.811401,2838.417318,wool,1085.475
subj4_shorten_mono,all-Genwoollining-Topwornbe-Negpast,not > all,1892.79,216.1440715,107.6437135,524.4702905,1248.259301,2683.781935,wool,999.925
subj4_shorten_mono,Neil-Topmost-genmusical-AccenjoyNeg,most/many > not,2572.116,201.8719974,81.13058579,547.0383517,1634.104614,2434.441228,musical,851.941
subj4_shorten_mono,Neil-Topmost-Genmusical-AccenjoyNeg,not > most/many,2525.866,373.9187902,72.28173238,670.1994848,1659.277043,3100.262413,musical,864.835
subj4_shorten_mono,all-Genmother-Topeyeliner-AccallowNegpast,not > all,3129.794,241.0598221,106.2376529,507.3699746,1907.255892,2473.025051,eyeliner,1015.144
subj4_shorten_mono,all-Genmother-Topeyeliner-AccallowNegpast,all > not,2717.686,247.761376,45.23248268,561.855071,1966.467706,2717.884194,eyeliner,962.4
subj5_shorten_mono,all-Genmagnolias-Gen-flower-TopbloomNegwill,not > all,2644.13,347.5872578,223.4286314,479.4353915,1478.961579,2937.098795,magnolia,920.95
subj5_shorten_mono,all-Genmagnolias-Gen-flower-TopbloomNegwill,all > not,2562.269,334.3105012,208.6441599,356.0079689,1402.097549,2985.953747,magnolia,867.733
subj5_shorten_mono,Liam-Topmany-Genalumni-AccknowNeg,most/many > not,2283.939,324.4759851,208.4474579,633.37243,1873.715473,2947.503082,alumnus,641.249
subj5_shorten_mono,Liam-Topmany-Genalumni-AccknowNeg,not > most/many,2379.444,342.9622525,210.9311185,405.9123143,2106.888304,2447.904432,alumnus,690.366
subj5_shorten_mono,all-Genwoollining-Topwornbe-Negpast,all > not,2308.498,339.539129,217.0637228,486.8377979,1286.629201,2875.93523,wool,1301.6
subj5_shorten_mono,all-Genwoollining-Topwornbe-Negpast,not > all,2327.599,345.7217966,214.5260864,547.0366127,1260.039666,2922.903386,wool,1219.68
subj5_shorten_mono,Neil-Topmost-Genmusical-AccenjoyNeg,most/many > not,2933.375,344.1786911,219.0074637,523.094425,1875.096913,2911.947343,musical,1017.813
subj5_shorten_mono,Neil-Topmost-Genmusical-AccenjoyNeg,not > most/many,2865.157,321.7087368,215.8868719,504.8051588,2100.755115,2700.339816,musical,1022.494
subj5_shorten_mono,all-Genmother-Topeyeliner-AccallowNegpast,not > all,3279.922,346.1768077,214.8865937,856.5304719,1915.276307,2563.292142,eyeliner,1118.775
subj5_shorten_mono,all-Genmother-Topeyeliner-AccallowNegpast,all > not,3182.952,334.6228602,216.4274112,548.907021,1988.167426,3078.027499,eyeliner,1080.109
subj9_shorten_mono,all-Genmagnolias-Gen-flower-TopbloomNegwill,not > all,4014.96,411.1073895,47.89098842,717.5926305,1396.607629,3252.535409,magnolia,836.375
subj9_shorten_mono,all-Genmagnolias-Gen-flower-TopbloomNegwill,all > not,3372.675,282.7566505,169.4026764,654.3040053,1734.057315,3052.758188,magnolia,1097.487
subj9_shorten_mono,Liam-Topmany-Genalumni-AccknowNeg,most/many > not,3513.563,348.441473,167.6299801,426.7148961,1750.70521,2951.948644,alumnus,886.817
subj9_shorten_mono,Liam-Topmany-Genalumni-AccknowNeg,not > most/many,3238.973,416.9097511,160.6838262,421.6892582,1362.994959,3085.327209,alumnus,744.358
subj9_shorten_mono,all-Genwoollining-Topwornbe-Negpast,all > not,3033.585,390.5038538,149.2463316,800.9354381,2063.516093,3068.40968,wool,1427.182
subj9_shorten_mono,all-Genwoollining-Topwornbe-Negpast,not > all,3330.554,423.7929099,156.6963434,1031.929711,1315.728967,2361.971699,wool,1552.398
subj9_shorten_mono,Neil-Topmost-Genmusical-AccenjoyNeg,most/many > not,3627.905,388.0609523,188.4445465,596.3239152,1873.364343,3051.854828,musical,1009.21
subj9_shorten_mono,Neil-Topmost-Genmusical-AccenjoyNeg,not > most/many,3336.214,399.1712496,168.5882887,476.9467387,2056.446369,2875.455416,musical,1017.272
subj9_shorten_mono,all-Genmother-Topeyeliner-AccallowNegpast,not > all,4207.64,333.6160277,163.322923,1188.835612,2254.949934,3046.139131,eyeliner,1196.887
subj9_shorten_mono,All-Genmother-Topeyeliner-AccallowNegpast,all > not,3821.15,327.2235596,149.6716335,1316.821699,2674.092362,3773.584761,eyeliner,1108.425
